cgpa,backlogs,certifications,internship,aptitude,coding,communication,projects,hackathon,resume,branch,placement_readiness,company_fit,placement_score
6.84,1,8,0,10,2,9,6,0,5,CSE,1,Tier 2,80.18
9.32,2,9,2,6,0,8,6,1,2,ECE,1,Tier 2,82.64
7.37,3,2,1,0,9,5,4,1,1,ECE,0,Not Eligible,51.74
9.84,3,9,1,9,2,0,0,0,3,CIVIL,0,Not Eligible,55.18000000000001
5.93,3,3,1,4,7,8,5,1,3,ISE,0,Not Eligible,63.36
9.34,4,9,2,3,10,2,5,0,10,ECE,1,Tier 2,81.18
8.88,0,7,1,9,2,8,1,1,9,AI&DS,1,Tier 2,84.26
8.85,2,3,0,2,4,6,7,1,10,ECE,0,Not Eligible,66.7
9.22,1,9,2,1,1,2,2,0,1,ECE,0,Not Eligible,58.44
8.81,3,9,1,8,0,8,4,1,2,CIVIL,0,Not Eligible,70.62
8.13,2,6,1,7,10,6,1,0,9,MECH,0,Not Eligible,74.76
5.66,3,4,2,9,9,6,3,1,5,ISE,1,Tier 3,75.32
5.16,3,8,1,1,4,6,4,0,9,CIVIL,0,Not Eligible,57.81999999999999
9.6,1,3,1,5,4,1,7,0,6,ECE,0,Not Eligible,66.2
8.08,4,2,0,2,5,10,3,1,10,MECH,0,Not Eligible,54.66
8.98,0,1,2,2,1,3,7,1,10,ECE,0,Not Eligible,69.96000000000001
7.41,4,0,1,4,8,9,2,0,3,CIVIL,0,Not Eligible,48.32
5.59,2,5,2,6,1,7,4,0,8,CSE,0,Not Eligible,67.18
5.63,4,9,2,6,1,1,4,0,9,ECE,0,Not Eligible,60.25999999999999
8.43,2,1,0,10,4,3,7,0,2,MECH,0,Not Eligible,56.36
7.15,2,7,0,9,8,9,6,1,9,ISE,1,Tier 2,90.3
6.0,0,5,2,0,3,7,7,1,4,CSE,0,Not Eligible,73.0
7.46,1,4,0,10,5,2,1,1,8,ECE,0,Not Eligible,62.42
5.32,0,1,0,6,1,5,0,1,5,ECE,0,Not Eligible,42.64
7.91,4,6,1,6,3,1,4,1,6,MECH,0,Not Eligible,54.81999999999999
6.34,2,1,0,5,8,7,2,0,4,CSE,0,Not Eligible,51.68
8.99,3,4,0,5,1,7,4,0,5,CSE,0,Not Eligible,54.480000000000004
6.55,3,1,1,1,0,0,4,1,1,CSE,0,Not Eligible,29.6
7.28,2,9,1,2,3,2,4,1,3,ECE,0,Not Eligible,60.06
5.06,0,1,2,2,3,1,6,0,4,CSE,0,Not Eligible,52.12
5.36,1,6,0,2,0,6,7,1,1,ECE,0,Not Eligible,53.72
6.96,0,8,1,1,3,6,4,1,3,ECE,0,Not Eligible,67.92
7.4,2,4,0,8,2,3,7,0,4,AI&DS,0,Not Eligible,59.3
8.0,2,6,2,5,1,7,2,1,9,CSE,0,Not Eligible,72.5
6.46,1,3,0,1,9,2,7,1,3,CIVIL,0,Not Eligible,55.92
8.47,4,1,0,2,3,8,1,1,3,ISE,0,Not Eligible,39.44
9.3,4,2,0,9,7,4,0,1,4,ISE,0,Not Eligible,52.599999999999994
8.9,1,1,1,5,6,1,2,0,9,CIVIL,0,Not Eligible,54.8
5.2,4,4,1,3,8,8,2,1,9,CSE,0,Not Eligible,60.900000000000006
7.4,3,5,2,6,7,0,3,1,1,ECE,0,Not Eligible,59.3
5.52,4,6,0,5,0,10,0,0,8,MECH,0,Not Eligible,43.54
6.21,4,2,2,5,1,7,6,0,10,CIVIL,0,Not Eligible,57.92
9.93,4,3,2,2,1,5,1,0,1,ISE,0,Not Eligible,43.86
5.71,3,7,1,10,7,0,7,1,2,ISE,0,Not Eligible,70.92
7.49,4,3,0,7,3,3,5,0,10,ECE,0,Not Eligible,52.480000000000004
8.09,3,6,0,8,8,2,1,0,5,ISE,0,Not Eligible,58.18000000000001
8.51,1,5,2,5,1,6,7,1,6,ISE,1,Tier 2,80.02
7.8,0,6,0,1,3,6,5,0,2,ECE,0,Not Eligible,58.6
5.05,1,0,1,0,0,5,3,1,10,CSE,0,Not Eligible,43.6
6.63,0,2,2,2,2,9,3,1,5,AI&DS,0,Not Eligible,65.75999999999999
7.59,1,5,2,2,5,9,6,1,3,ISE,1,Tier 2,79.18
5.44,0,2,1,7,8,7,2,0,7,AI&DS,0,Not Eligible,68.88
6.75,0,6,1,4,10,6,1,1,1,AI&DS,0,Not Eligible,71.5
5.17,2,8,1,0,0,3,5,0,5,CSE,0,Not Eligible,49.84
5.39,0,2,1,10,4,6,1,0,3,MECH,0,Not Eligible,56.78
6.98,0,0,1,3,1,0,5,1,2,CSE,0,Not Eligible,44.96
5.66,2,9,1,6,6,2,1,1,3,ECE,0,Not Eligible,61.31999999999999
7.84,4,5,2,4,3,1,2,0,10,ECE,0,Not Eligible,53.68000000000001
8.45,4,0,0,9,4,6,5,1,4,ECE,0,Not Eligible,54.400000000000006
9.0,2,0,0,5,7,8,1,0,2,ISE,0,Not Eligible,51.0
6.0,3,7,2,9,1,4,4,0,2,CIVIL,0,Not Eligible,60.0
5.84,0,8,0,3,2,8,7,0,3,ISE,0,Not Eligible,69.18
5.52,0,1,0,1,10,7,3,0,2,CSE,0,Not Eligible,53.04
8.18,2,8,2,8,4,0,6,0,6,MECH,0,Not Eligible,74.36
8.53,2,4,0,1,9,10,3,0,2,MECH,0,Not Eligible,59.06
5.16,3,7,0,1,3,1,5,1,1,MECH,0,Not Eligible,38.82
9.68,4,6,2,1,4,5,3,0,8,AI&DS,0,Not Eligible,63.36
5.26,1,6,0,0,2,4,6,0,10,MECH,0,Not Eligible,52.519999999999996
7.71,4,3,1,2,8,10,7,1,4,AI&DS,0,Not Eligible,70.42
8.55,0,1,2,5,7,6,3,1,2,CIVIL,0,Not Eligible,69.1
9.35,2,4,0,6,5,8,4,0,4,MECH,0,Not Eligible,63.2
8.57,3,2,0,0,0,3,0,0,2,AI&DS,0,Not Eligible,23.64
9.01,4,8,1,4,3,7,1,0,5,ISE,0,Not Eligible,60.019999999999996
6.7,3,5,2,4,6,3,7,1,7,MECH,0,Not Eligible,69.9
9.07,4,0,2,0,9,2,5,0,6,ECE,0,Not Eligible,52.64
5.4,0,2,0,3,4,1,3,0,2,CSE,0,Not Eligible,39.8
9.47,1,3,1,9,3,7,1,1,4,ISE,0,Not Eligible,69.44
7.74,3,8,1,0,8,10,1,1,8,CIVIL,0,Not Eligible,69.48
9.09,3,5,1,0,7,7,7,1,7,ISE,0,Not Eligible,74.18
7.26,1,3,1,6,2,10,4,0,7,ECE,0,Not Eligible,68.52
8.22,3,0,1,6,5,2,6,1,4,MECH,0,Not Eligible,52.94
7.63,3,7,1,2,3,0,1,0,1,MECH,0,Not Eligible,37.76
8.66,4,1,2,6,6,5,6,1,7,CIVIL,0,Not Eligible,66.82
5.41,4,7,0,2,0,4,3,1,6,CSE,0,Not Eligible,41.82
5.3,1,5,0,1,0,7,5,0,8,MECH,0,Not Eligible,49.6
6.24,0,7,1,9,5,5,7,0,5,AI&DS,1,Tier 2,83.98
5.8,3,5,2,3,9,3,1,1,8,CIVIL,0,Not Eligible,60.099999999999994
9.36,0,4,2,9,10,9,4,0,10,MECH,1,Tier 1,95.0
6.1,1,4,1,2,6,9,5,0,8,AI&DS,0,Not Eligible,70.7
9.88,1,9,0,6,8,10,5,1,9,ISE,1,Tier 1,95.0
6.68,4,9,1,0,6,1,5,0,1,CIVIL,0,Not Eligible,47.86
5.91,3,7,2,5,8,7,3,0,3,CIVIL,0,Not Eligible,67.82
8.95,2,6,1,1,9,4,4,1,6,CIVIL,0,Not Eligible,68.9
8.29,1,7,0,7,8,7,7,0,4,MECH,1,Tier 2,80.58
7.49,3,7,0,4,7,4,2,0,8,CIVIL,0,Not Eligible,56.480000000000004
7.78,0,6,2,2,6,5,0,0,10,ISE,0,Not Eligible,72.06
8.6,4,1,1,9,2,9,1,1,1,CSE,0,Not Eligible,53.2
6.14,0,8,1,6,10,4,1,0,5,CSE,1,Tier 2,75.28
9.98,1,6,2,10,2,10,1,0,4,ECE,1,Tier 2,81.96000000000001
9.87,1,5,1,1,10,2,6,0,1,ISE,0,Not Eligible,69.24
8.25,0,8,2,4,4,9,2,0,10,ISE,1,Tier 1,87.0
6.0,1,0,1,10,6,7,5,0,6,CIVIL,0,Not Eligible,66.5
8.4,3,1,0,7,9,2,5,1,10,ECE,0,Not Eligible,63.8
5.36,1,0,2,10,6,3,6,0,3,AI&DS,0,Not Eligible,66.22
5.15,4,9,1,0,0,5,7,1,5,AI&DS,0,Not Eligible,55.8
6.29,3,2,1,0,7,1,0,0,6,ISE,0,Not Eligible,35.58
7.31,2,4,1,2,0,6,4,1,4,ISE,0,Not Eligible,53.62
9.34,1,0,2,2,10,4,2,0,10,ISE,0,Not Eligible,68.68
8.64,1,3,0,6,3,9,2,1,10,MECH,0,Not Eligible,66.28
8.71,4,7,1,5,1,4,3,0,6,ISE,0,Not Eligible,56.42
7.13,4,5,2,6,4,4,5,0,7,AI&DS,0,Not Eligible,65.25999999999999
6.73,0,0,1,3,5,1,2,0,2,MECH,0,Not Eligible,39.96
6.86,0,0,0,10,3,10,7,0,7,AI&DS,0,Not Eligible,74.22
9.94,0,2,0,1,3,9,2,1,7,ISE,0,Not Eligible,62.379999999999995
5.2,4,9,0,1,6,8,1,0,2,AI&DS,0,Not Eligible,47.9
9.34,0,7,2,9,10,2,6,0,3,CSE,1,Tier 1,94.18
7.89,0,7,1,0,3,6,5,0,3,MECH,0,Not Eligible,63.28
7.19,2,2,2,8,1,4,3,0,1,MECH,0,Not Eligible,50.88
8.63,0,6,1,6,3,9,4,1,1,CIVIL,1,Tier 2,75.26
7.43,1,2,2,9,6,9,7,0,10,ISE,1,Tier 2,90.86
9.37,4,3,1,2,0,4,0,0,6,ECE,0,Not Eligible,36.739999999999995
9.5,3,8,2,1,3,3,7,0,9,ECE,0,Not Eligible,73.5
7.11,2,3,1,2,5,9,4,0,9,ECE,0,Not Eligible,64.22
6.38,4,2,2,6,7,5,3,1,1,ECE,0,Not Eligible,55.75999999999999
7.96,4,4,0,4,7,6,1,0,7,CSE,0,Not Eligible,51.42
9.56,1,6,2,2,8,6,0,1,6,ECE,1,Tier 2,75.12
6.05,0,4,0,8,4,10,4,0,4,AI&DS,0,Not Eligible,70.1
8.11,1,3,0,1,1,7,5,1,3,CIVIL,0,Not Eligible,50.72
8.16,0,7,1,6,2,4,5,1,9,ECE,1,Tier 2,79.32
8.67,0,3,0,9,1,6,0,0,10,CIVIL,0,Not Eligible,59.34
5.66,4,1,0,5,8,3,0,0,5,MECH,0,Not Eligible,32.32
8.58,0,9,1,5,5,8,0,0,8,AI&DS,1,Tier 2,80.16
9.55,2,5,2,6,10,4,2,0,4,ISE,1,Tier 2,76.1
5.9,2,1,2,5,0,2,3,1,4,ECE,0,Not Eligible,45.3
6.19,2,2,0,1,2,4,5,1,6,CIVIL,0,Not Eligible,41.88
9.86,4,0,2,10,6,8,5,1,6,AI&DS,1,Tier 2,77.72
5.9,1,4,0,4,6,10,3,1,3,CIVIL,0,Not Eligible,60.8
9.27,3,8,2,2,4,7,1,0,2,ISE,0,Not Eligible,64.03999999999999
7.46,0,1,2,8,2,0,5,0,9,MECH,0,Not Eligible,62.92
6.24,3,6,2,7,6,4,4,1,2,ECE,0,Not Eligible,67.98
9.35,1,4,0,9,4,5,1,0,9,CIVIL,0,Not Eligible,63.7
7.23,1,1,1,10,5,9,6,1,8,ECE,1,Tier 2,81.46000000000001
7.57,4,7,2,1,2,10,6,1,10,AI&DS,1,Tier 2,76.64
6.8,2,5,2,0,5,1,4,1,7,CSE,0,Not Eligible,59.599999999999994
7.96,2,3,2,3,6,5,0,0,5,CIVIL,0,Not Eligible,53.92
5.82,1,3,0,3,7,8,5,1,3,MECH,0,Not Eligible,59.64
6.96,4,1,1,9,1,3,4,1,2,AI&DS,0,Not Eligible,46.42
9.85,4,2,0,10,1,2,4,1,8,ISE,0,Not Eligible,55.2
6.29,0,6,2,1,5,8,7,0,2,CIVIL,0,Not Eligible,73.58
8.28,2,2,0,6,7,1,0,0,8,CSE,0,Not Eligible,48.56
6.63,1,4,2,2,4,8,6,1,5,ISE,0,Not Eligible,74.25999999999999
8.87,3,9,2,6,0,10,1,0,9,MECH,0,Not Eligible,73.74
5.65,2,5,0,6,10,9,4,0,4,ECE,0,Not Eligible,68.8
9.85,0,5,2,0,0,10,7,0,8,ECE,1,Tier 2,80.7
7.27,4,3,2,5,9,10,5,0,7,CIVIL,0,Not Eligible,73.53999999999999
6.18,1,5,1,3,8,1,1,1,8,ISE,0,Not Eligible,60.36
5.37,2,2,0,10,3,10,1,1,5,CSE,0,Not Eligible,58.24000000000001
5.85,3,6,0,7,9,9,3,1,2,CSE,0,Not Eligible,68.2
7.6,0,6,2,7,0,2,6,1,7,MECH,0,Not Eligible,74.7
6.69,0,3,2,2,10,6,7,0,3,AI&DS,1,Tier 2,78.38
9.14,2,1,0,3,7,1,7,1,10,ISE,0,Not Eligible,62.78
7.15,3,6,0,0,1,0,5,0,10,ISE,0,Not Eligible,43.8
6.24,0,2,0,9,1,8,7,1,10,ECE,0,Not Eligible,74.48
8.09,1,0,2,1,0,5,5,1,10,MECH,0,Not Eligible,57.18
8.53,0,1,1,6,0,8,0,0,2,MECH,0,Not Eligible,49.06
5.84,3,9,1,10,8,2,0,1,3,AI&DS,0,Not Eligible,66.68
5.84,4,8,2,6,0,2,7,0,4,MECH,0,Not Eligible,57.68000000000001
5.18,4,7,2,8,5,9,2,1,10,ISE,1,Tier 3,77.36
8.68,2,5,2,9,6,2,5,1,7,ECE,1,Tier 2,80.86
8.32,3,5,0,8,3,1,7,0,10,MECH,0,Not Eligible,61.64
7.37,0,0,2,8,4,10,7,1,1,ECE,1,Tier 2,79.74000000000001
9.22,0,1,0,5,3,5,6,0,6,AI&DS,0,Not Eligible,62.94
9.03,4,3,1,7,3,2,1,0,6,MECH,0,Not Eligible,45.06
7.93,4,2,2,8,9,4,7,1,8,ISE,1,Tier 2,79.36
9.34,1,0,2,6,0,10,2,1,2,ECE,0,Not Eligible,62.68000000000001
6.03,4,7,0,3,5,4,5,0,2,CIVIL,0,Not Eligible,46.06
5.56,1,6,0,3,9,9,0,1,1,AI&DS,0,Not Eligible,60.62
6.35,0,3,0,5,9,2,6,1,3,MECH,0,Not Eligible,62.7
5.29,1,8,1,10,6,2,7,0,7,ISE,1,Tier 3,81.58
7.66,1,3,1,3,6,0,0,0,8,ECE,0,Not Eligible,48.82
9.68,2,0,2,10,7,5,5,1,7,CSE,1,Tier 2,81.36
5.2,4,9,2,6,6,2,2,0,9,ISE,0,Not Eligible,65.4
5.61,1,0,0,7,5,0,0,1,8,ISE,0,Not Eligible,42.22
7.26,0,0,1,7,7,9,0,1,8,CSE,0,Not Eligible,70.02
9.67,3,0,2,7,2,8,3,1,2,CSE,0,Not Eligible,61.84
6.58,1,3,0,1,8,10,4,0,1,CIVIL,0,Not Eligible,55.66
7.54,4,0,0,9,2,0,7,0,6,CIVIL,0,Not Eligible,41.58
5.21,2,1,1,1,3,4,5,1,7,CIVIL,0,Not Eligible,45.42
5.74,0,3,1,1,9,4,3,0,6,ISE,0,Not Eligible,60.480000000000004
9.93,2,6,2,1,5,1,6,0,7,ISE,0,Not Eligible,70.36
9.83,3,1,2,3,7,0,4,0,8,ISE,0,Not Eligible,58.66
5.02,1,7,0,4,2,5,5,0,2,CIVIL,0,Not Eligible,51.54
9.76,1,6,0,3,9,6,3,0,1,ECE,0,Not Eligible,66.52
8.2,4,8,0,4,5,10,7,1,10,ISE,1,Tier 2,80.9
9.34,1,5,2,3,4,10,3,0,8,ISE,1,Tier 2,80.18
7.27,0,3,1,6,4,8,5,0,8,ISE,1,Tier 2,75.53999999999999
7.58,3,5,2,9,4,7,1,0,8,CIVIL,0,Not Eligible,68.16
7.44,2,3,1,0,8,9,2,1,10,MECH,0,Not Eligible,64.38
8.33,3,6,2,0,6,2,5,1,7,CIVIL,0,Not Eligible,63.66
5.7,1,8,2,1,8,8,3,0,2,MECH,0,Not Eligible,69.9
5.15,2,2,1,0,8,0,1,1,4,CIVIL,0,Not Eligible,36.3
6.54,4,2,2,9,5,5,3,0,9,ECE,0,Not Eligible,62.58
8.52,3,1,2,9,5,9,2,1,8,ECE,0,Not Eligible,73.53999999999999
6.01,2,0,0,10,3,1,6,1,4,ISE,0,Not Eligible,51.019999999999996
8.37,2,0,1,2,7,9,7,0,8,CIVIL,0,Not Eligible,66.74
9.85,2,2,1,5,1,8,1,1,10,MECH,0,Not Eligible,60.7
5.47,0,6,0,9,4,8,5,0,6,MECH,0,Not Eligible,72.44
8.36,3,8,1,10,0,7,4,0,9,ECE,1,Tier 2,75.22
7.22,2,1,0,5,9,10,6,1,1,ISE,0,Not Eligible,67.44
9.34,3,6,1,0,1,6,2,1,6,MECH,0,Not Eligible,52.18
5.89,2,0,1,5,0,5,7,1,4,CIVIL,0,Not Eligible,48.78
8.46,4,1,1,4,5,1,0,0,3,ISE,0,Not Eligible,34.92
9.19,4,5,1,6,1,3,5,0,5,AI&DS,0,Not Eligible,56.379999999999995
9.72,4,4,0,5,3,9,7,0,10,CIVIL,0,Not Eligible,66.94
8.42,1,7,0,6,4,6,5,1,8,CIVIL,0,Not Eligible,74.84
7.49,2,1,1,1,6,5,5,1,10,ECE,0,Not Eligible,60.980000000000004
8.09,1,0,2,0,9,8,1,1,6,CIVIL,0,Not Eligible,61.68000000000001
9.34,3,6,0,6,0,4,0,1,1,CSE,0,Not Eligible,45.68
7.85,1,5,1,8,10,5,6,0,6,ISE,1,Tier 2,85.2
5.15,3,7,0,1,4,9,6,1,7,CSE,0,Not Eligible,63.3
9.65,3,7,2,6,3,5,1,0,6,CIVIL,0,Not Eligible,65.3
8.45,3,1,2,2,6,7,4,0,3,CIVIL,0,Not Eligible,55.400000000000006
8.38,1,7,2,5,9,7,1,0,9,ECE,1,Tier 2,84.26
6.08,2,5,1,2,6,5,5,1,10,ECE,0,Not Eligible,67.66
8.29,1,8,1,9,7,7,3,1,10,AI&DS,1,Tier 1,93.08
6.97,2,6,2,10,3,6,0,1,4,ECE,0,Not Eligible,69.44
8.26,2,1,0,10,3,0,0,1,5,AI&DS,0,Not Eligible,45.019999999999996
5.53,3,7,0,10,9,4,6,1,5,ECE,0,Not Eligible,74.56
8.29,1,8,2,4,4,10,6,1,3,AI&DS,1,Tier 1,89.58
10.0,2,6,1,1,4,9,1,1,2,MECH,0,Not Eligible,61.0
5.24,4,3,0,7,10,9,3,1,8,ECE,0,Not Eligible,64.48
9.89,2,8,0,7,2,9,3,1,7,CIVIL,0,Not Eligible,74.78
7.03,4,3,0,6,4,4,7,1,5,AI&DS,0,Not Eligible,56.06
9.35,1,3,1,5,4,9,1,1,1,CIVIL,0,Not Eligible,61.7
8.91,1,8,2,0,7,8,2,1,10,AI&DS,1,Tier 1,85.32
7.84,1,7,1,7,6,6,4,1,1,ISE,1,Tier 2,77.18
8.69,2,3,0,0,7,6,1,1,8,AI&DS,0,Not Eligible,54.879999999999995
9.39,0,7,2,7,4,9,7,0,4,CSE,1,Tier 1,95.0
7.02,2,7,1,10,10,1,7,0,4,AI&DS,1,Tier 2,81.53999999999999
6.64,2,6,2,1,1,7,5,0,9,AI&DS,0,Not Eligible,66.78
8.34,3,9,0,7,7,2,3,1,2,MECH,0,Not Eligible,62.68000000000001
9.04,3,5,1,9,8,8,4,0,5,MECH,1,Tier 2,76.58
8.81,2,7,2,3,1,5,1,1,6,ISE,0,Not Eligible,65.12
8.99,4,6,1,6,0,8,4,1,6,ISE,0,Not Eligible,65.98
7.18,3,4,0,4,5,8,2,0,10,ECE,0,Not Eligible,56.86
9.09,2,3,2,7,2,6,7,1,3,ISE,1,Tier 2,75.68
5.6,0,1,0,5,0,9,3,1,10,MECH,0,Not Eligible,55.2
7.72,4,7,2,4,5,7,2,1,6,CSE,0,Not Eligible,69.44
5.03,1,8,0,0,7,1,6,1,10,AI&DS,0,Not Eligible,65.06
6.62,2,3,0,2,8,4,2,0,10,CSE,0,Not Eligible,53.24
6.83,2,3,1,9,5,2,3,1,5,MECH,0,Not Eligible,58.66
6.98,4,4,0,8,5,0,6,0,8,ECE,0,Not Eligible,53.46000000000001
8.48,3,1,1,8,0,5,5,0,4,CSE,0,Not Eligible,53.46
6.94,3,6,0,4,4,8,2,1,10,AI&DS,0,Not Eligible,62.879999999999995
7.24,3,4,0,2,2,1,1,0,10,AI&DS,0,Not Eligible,37.980000000000004
6.19,1,5,0,5,6,8,1,1,3,CSE,0,Not Eligible,60.88
6.87,4,3,2,4,8,7,4,1,6,ECE,0,Not Eligible,67.24000000000001
6.14,4,7,1,0,10,10,1,0,10,CSE,0,Not Eligible,66.28
5.37,3,7,2,1,5,8,1,0,9,CIVIL,0,Not Eligible,59.74000000000001
8.02,3,4,1,4,4,4,6,0,8,MECH,0,Not Eligible,60.03999999999999
8.34,0,5,0,8,6,1,7,1,10,CSE,1,Tier 2,81.18
8.1,0,2,2,3,10,9,6,0,8,CSE,1,Tier 1,88.2
7.32,2,0,1,8,8,9,4,0,3,ECE,0,Not Eligible,66.14
6.9,2,8,0,2,4,5,0,0,1,CSE,0,Not Eligible,46.3
9.32,4,8,1,0,4,6,3,1,3,ECE,0,Not Eligible,58.64
7.6,4,2,1,5,9,2,1,1,3,MECH,0,Not Eligible,46.2
7.4,1,3,0,9,3,5,4,0,6,CIVIL,0,Not Eligible,59.3
5.13,1,6,2,6,4,5,7,0,3,ISE,0,Not Eligible,73.75999999999999
6.71,0,1,0,3,6,7,2,0,2,MECH,0,Not Eligible,47.42
6.9,2,2,2,9,2,0,2,1,9,CSE,0,Not Eligible,59.3
6.99,0,5,1,4,3,3,6,1,6,CIVIL,0,Not Eligible,66.98
7.9,0,7,1,3,8,0,5,1,5,ISE,0,Not Eligible,74.3
7.67,2,0,1,2,1,7,1,1,3,ISE,0,Not Eligible,42.34
8.04,1,3,2,0,7,1,3,1,7,AI&DS,0,Not Eligible,62.08
8.82,2,0,0,5,8,7,4,0,7,AI&DS,0,Not Eligible,61.64
9.06,3,1,2,9,4,2,6,0,4,CSE,0,Not Eligible,64.62
8.59,3,7,1,4,6,7,5,1,10,AI&DS,1,Tier 2,80.68
9.78,3,5,1,10,5,5,5,1,2,ISE,1,Tier 2,75.56
5.09,4,8,0,0,0,0,4,0,2,ISE,0,Not Eligible,29.18
5.98,1,1,2,4,7,6,6,0,8,MECH,0,Not Eligible,68.46000000000001
5.04,1,2,1,5,8,6,6,0,4,AI&DS,0,Not Eligible,65.58
8.24,4,8,2,9,9,5,4,0,7,AI&DS,1,Tier 2,84.98
9.49,0,8,2,4,10,0,7,0,3,MECH,1,Tier 2,84.98
6.22,3,5,0,0,0,4,7,0,9,ISE,0,Not Eligible,47.44
9.64,3,2,0,4,7,0,4,0,10,ECE,0,Not Eligible,52.78
5.3,0,4,1,9,2,0,4,0,9,CSE,0,Not Eligible,62.1
9.67,2,1,0,0,5,5,3,0,7,ECE,0,Not Eligible,47.34
6.76,2,6,2,10,9,7,4,0,7,ECE,1,Tier 2,87.52
5.51,1,9,0,2,7,0,6,0,1,ISE,0,Not Eligible,57.519999999999996
7.43,4,7,2,1,4,1,3,1,10,CSE,0,Not Eligible,59.86
6.28,1,5,1,0,7,4,3,1,8,ECE,0,Not Eligible,62.06
6.42,2,7,2,3,6,7,3,1,2,MECH,0,Not Eligible,67.84
6.54,0,1,0,1,6,10,2,0,8,MECH,0,Not Eligible,54.58
9.02,1,2,0,4,6,3,0,0,2,CSE,0,Not Eligible,45.54
7.7,3,6,1,9,8,4,5,1,1,ECE,0,Not Eligible,72.9
6.56,3,9,0,0,5,9,1,1,8,CIVIL,0,Not Eligible,58.120000000000005
8.05,0,0,1,9,5,4,2,0,4,AI&DS,0,Not Eligible,61.1
8.58,2,6,1,0,10,2,6,0,10,CIVIL,0,Not Eligible,70.16
6.36,3,5,0,10,8,5,0,0,6,CSE,0,Not Eligible,59.22
7.07,3,7,2,9,5,4,5,1,10,AI&DS,1,Tier 2,84.14
5.61,4,6,1,3,6,1,7,0,10,CSE,0,Not Eligible,60.22
5.91,1,3,2,6,6,9,2,0,1,CIVIL,0,Not Eligible,63.31999999999999
8.41,2,2,0,1,1,3,5,0,9,ECE,0,Not Eligible,45.32
5.91,1,2,2,1,7,10,3,0,7,ECE,0,Not Eligible,66.82
7.63,2,3,2,0,10,3,3,1,5,ISE,0,Not Eligible,63.75999999999999
8.55,3,8,2,4,5,6,4,1,6,AI&DS,1,Tier 2,78.6
5.53,4,8,2,5,3,6,6,0,3,CSE,0,Not Eligible,66.06
7.84,1,1,0,5,10,8,3,1,9,ECE,0,Not Eligible,71.18
6.28,3,4,0,1,6,9,2,1,2,CIVIL,0,Not Eligible,46.56
9.81,2,0,2,6,7,1,5,0,10,AI&DS,0,Not Eligible,69.62
7.42,1,3,0,5,0,5,1,1,1,CIVIL,0,Not Eligible,40.84
9.03,1,1,0,7,9,1,6,0,1,MECH,0,Not Eligible,57.56
7.75,3,7,1,5,3,8,7,0,10,ECE,1,Tier 2,77.5
5.22,1,3,0,8,3,1,7,1,2,ISE,0,Not Eligible,55.44
8.17,4,4,2,9,9,5,5,0,6,ISE,1,Tier 2,77.84
9.76,4,3,0,1,8,7,3,0,6,AI&DS,0,Not Eligible,54.519999999999996
8.01,3,4,0,6,5,5,7,0,9,CSE,0,Not Eligible,67.02
9.1,2,4,0,4,3,2,5,0,10,MECH,0,Not Eligible,55.7
9.42,3,4,0,0,0,4,0,1,4,AI&DS,0,Not Eligible,35.84
6.14,4,2,1,2,7,3,5,0,8,CIVIL,0,Not Eligible,47.28
6.06,0,6,2,3,10,0,2,1,4,CIVIL,0,Not Eligible,66.62
8.05,0,2,2,1,8,4,0,1,3,CSE,0,Not Eligible,60.6
7.06,1,1,0,6,4,9,6,1,4,ISE,0,Not Eligible,65.62
9.2,1,2,0,0,4,4,4,0,1,ISE,0,Not Eligible,45.4
9.5,0,2,1,2,9,6,4,1,9,CIVIL,1,Tier 2,75.5
6.77,4,7,0,8,7,6,5,1,5,CSE,0,Not Eligible,70.03999999999999
6.18,1,3,1,10,7,1,1,1,7,AI&DS,0,Not Eligible,64.36
8.9,3,2,2,1,4,3,2,1,3,ECE,0,Not Eligible,48.8
6.37,3,9,2,4,3,0,1,1,5,AI&DS,0,Not Eligible,57.24000000000001
9.11,4,4,1,3,5,4,0,1,10,MECH,0,Not Eligible,52.22
7.12,1,3,2,2,9,4,1,1,4,ISE,0,Not Eligible,63.74000000000001
8.34,3,8,0,4,4,3,6,0,7,AI&DS,0,Not Eligible,64.18
5.48,1,7,0,5,7,9,0,0,5,ISE,0,Not Eligible,63.46000000000001
8.12,1,6,1,0,8,6,6,1,2,ISE,0,Not Eligible,73.24
7.26,3,7,2,1,0,5,7,1,3,ECE,0,Not Eligible,62.519999999999996
7.93,0,4,2,0,8,9,1,0,8,ECE,0,Not Eligible,73.36
5.84,3,3,1,2,8,2,4,1,3,AI&DS,0,Not Eligible,50.68
8.68,4,6,1,7,5,1,2,1,7,MECH,0,Not Eligible,57.86
9.31,2,0,2,7,10,3,1,0,5,ISE,0,Not Eligible,64.62
6.08,3,5,1,3,9,8,5,1,7,CIVIL,0,Not Eligible,70.16
5.48,1,7,0,5,4,9,6,1,10,ISE,1,Tier 3,78.96000000000001
5.12,1,6,2,8,6,4,0,1,9,MECH,0,Not Eligible,70.24000000000001
8.21,3,1,1,6,10,0,6,1,7,AI&DS,0,Not Eligible,65.42
8.04,2,6,1,1,7,10,5,0,6,MECH,0,Not Eligible,72.08
7.73,3,5,1,10,8,2,2,1,1,CIVIL,0,Not Eligible,61.46000000000001
6.16,2,4,2,1,8,8,7,1,4,ECE,0,Not Eligible,74.82
